-2.1007543802,57.1609160759,"*[250WArabArab]Aberdeen Mosque and Islamic Centre. 164-168 Spital. 01224 493764"
-2.1024590933,57.1633617821,"*[40Stdnt]University of Aberdeen Muslim Students Association. Powis Gate, College Bounds. "
-2.4510857463,53.5759579646,"*[300WBrelPkstn]Masjid al Aqsa. Gilnow Road. 01204 771918"
-0.0998961926,50.9917279660,"*[100Deob]Mid Sussex Islamic Centre and Mosque. 19 Wivelsfield Road. 01444 628909"
-4.0747582912,52.4127436471,"*[300Stdnt]Islamic Students Society of Aberystwyth. The Old Gymnasium, Vicarage Playing Fields, Llanbadarn Road. 07865 644533"
-2.3748184741,53.7529485482,"*[200BrelPkstn]Raza Jamia Masjid Mosque. 229 Blackburn Road. "
-2.3753562570,53.7540340859,"*[10IrregDeobPkstn]Majlis Sautul Quraan. 5-7 Countess Street. 01254 386223"
-2.3847694695,53.7530706626,"*[200WDeobPkstn]Madni Masjid. 4-6 Empress Street. 01254 875159"
-2.3792695999,53.7522761191,"*[600WBrelPkstn]Ghosia Raza Jamia Masjid and Islamic Centre. 8 Lower Antley Street, 13 Grimshaw Street. 01254 233740"
-0.2860361338,51.6001617532,"*[50NoWJ]Jumu'ah Salaah. Rochdale Scout Centre, 41 Dale Avenue. 07956 442186"
-2.3730093241,53.7486600428,"*[1050WBrelPkstn]Ghousia Rizvia Jamia Masjid and Islamic Centre. 44a Higher Antley Street. 01254 236281"
-4.2556008697,55.8366630611,"*[50IrregDeobPkstn]Al Falaah Academy. 311 Calder Street. 0141 258 2957"
-0.1459980011,51.6311945086,"*[50NoWJ]Jumu'ah Salaah. Veterans Hall, Osidge Lane. 07956 442186"
-2.3788538575,53.7528327769,"*[200Salf]Jamiat Ahl-e-Hadith. 2 Park Road. 01254 237974"
-1.4915754110,52.4206843074,"*[200WSalf]Al-Aqsaa Red Lane Masjid. 108-114 Red Lane. 02477 672850"
-0.2287709713,51.5897627932,"[20WStdnt]Prayer Room. Middlesex University Students Union, Hendon Campus, Middlese.... 07968 486736"
-0.2018657327,51.5237883092,"*[40NoWDeob]Musallah. basement of Butlers News, 16 Great Western Road. "
-3.7817001343,56.1200310362,"*[180WDeobPkstn]Musalla as salaam. 97 Whins Road. 01259 724623"
-2.1043686568,53.4873018453,"*[190WJBrelPkstn][Unsure] Dar-ul-Uloom Qadiria Jilania. 95 Burlington Street. 0161 308 3510"
-0.1525801420,51.5142160730,"[10Wmulti]Multi-faith room. Selfridges, 400 Oxford Street. "
-2.1059525013,53.4861910727,"*[1300NoWDeob]Masjid Hamza. 319-321 Katherine Street. 0161 330 9837"
-0.3572139143,51.4696209542,"*[500W]Hounslow Muslim Centre. 4-6 Hanworth Road. "
-0.3895425796,51.4627140676,"*[500]Islamic Integration Community Centre. Phoenix Court, 531 Staines Road. 020 8570 7978"
-2.0799833536,53.4934999335,"*[250WSalf]Masjid Ar Raheem. 14 Stanhope Street. 0161 343 5426"
-1.5524169802,53.7751318744,"*[1300WBrelPkstn]Jamia Masjid Abu Huraira. 9 Lodge Lane. 0113 271 8050"
-1.1138999462,52.6342902942,"*[4000NoWDeobGujrti]Islamic Da'wah Academy. Berners Street. 0116 262 5440"
-0.8105072379,51.8214388662,"*[750WBrelPkstn]Jamia Ghausia. Havelock Street. 01296 398446"
-3.1671148539,51.4655213957,"*[Shia]Imam Ali Centre. Former St Stephen's Church, Mount Stuart Square. 07957 448337"
-0.7988744974,51.8152312170,"*[500BrelPkstn]Aylesbury Islamic Educational Trust. 33 Tring Road. 01296 422245"
-8.7706089020,53.7603572418,"*[150]Ballyhaunis Mosque. 3 Sherwood Ave, Abbeyquarter. +353 861708562"
-1.3251480460,52.0616568770,"*[600WBrelPkstn]Madni Mosque. Merton Street. 01295 276662"
-1.3496245444,52.0619792666,"*[100WSalf]Sheikh Abdul Aziz ibn Bazz Mosque. 55 Park Road. 01295 268307"
-4.1307011247,53.2234657421,"*[375WDeob]Bangor Islamic Centre & Muslim Welfare House. 57 and 61 High Street. 01248 354612"
-3.2529240847,51.4102019461,"*[750WDeob]Muslim Welfare Association Centre. 332 Holton Road. 01446 745822"
-1.2177604437,50.8760287571,"*[400WShia]Wessex Shi'a Ithna Asheri Jamat (Al Mahdi). Al Mahdi Centre, Fontley Road. 01329 842742"
-0.4690700769,51.9002822261,"*[200DeobPkstn]Leagrave Hall Masjid. 145 High Street. 01582 594885"
-1.0923910000,51.2634670000,"*[275WSalf]Al Birr Masjid. 35-37 Sarum Hill. 01256 324859"
-1.5046066046,52.4075293702,"*[20WmultiStdnt]Prayer Room. 3rd Floor, The Hub, Jordan Well. 024 7765 5296"
-2.3271727172,51.3795385822,"*[50Stdnt]University of Bath Islamic Society. Norwood House, Convocation Avenue. "
-2.3572218418,51.3801148188,"*[250W]Bath Islamic Centre and Mosque. 8 Pierrepoint Street. 01225 460922"
-3.6422735453,55.9006583902,"*[90WDeob]Sarajia Islamic Studies Centre. 5 Whitburn Road. 01506 635380"
-0.2826076001,51.6682708977,"[50]Borehamwood Islamic Society. 160 Aycliffe Road. 07508 936038"
-1.6305899620,53.7012606913,"*[200NoWDeob]Jumma Masjid. 206 Bradford Road. 01924 430105"
-1.5042471886,52.4084685721,"*[40NoWStdnt]Prayer Room. Basement, Charles Ward Building, Cope Street. "
-1.6251879930,53.7036455827,"*[400NoWBrelPkstn]Jamia Al-Saeed. 160 Bromley Street. 01924 465550"
-1.6412544250,53.7069702324,"*[300NoWBrelPkstn]Madrassah Muhammadia Ghausia. 111 Dark Lane. 01924 446217"
-1.6421556473,53.7100088659,"*[800NoWDeob]Masjid-e-Noor and Madressa Anwarool-Islam. 90 Dark Lane. 01924 441474"
-1.6307669878,53.7030136473,"*[1000NoWDeob]Islamic Cultural Welfare Association. 17 Henry Street. 01924 463275"
-0.2083727718,51.5531542214,"*[30Shia]Hussainia Al Imam Al Mahdi. 155a Fordwych Road. "
-3.1730706990,51.4870627252,"*[30WShia]Tauheed Universal Charity Foundation. 22 Salisbury Road. "
-1.6362140000,53.7093960000,"*[750NoWDeobGujrti]Mount Pleasant Medina Islamic Trust. Purlwell Lane. 01924 472378"
-1.6407662630,53.7101215800,"*[600WDeob]Masjid and Madresa Noor-ul-Islam. 20 Snowdon Street. 01924 472919"
-1.6320276260,53.7093420999,"*[1050WDeobGujrti]Anjuman-e-Zinatul Islam. 78 Taylor Street. 01924 445456"
-3.9854380488,55.8664982665,"[100Maud]Airdrie and Coatbridge Islamic Centre. 41 Bell Street. 01236 749163"
-4.3203118443,55.9123916886,"*[300DeobPkstn]Bearsden Muslim Association Community Centre. 1 Speirs Road. 07866 261403"
-1.6222295165,53.7136552538,"*[600Deob]Dawatal Islam Mosque. West Acre Drive. 01924 424786"
-1.6292381287,53.7106883213,"*[600WBrelPkstn]Jamia Masjid Muhammadia Ghausia. 1 Whitaker Street. 01924 472215"
-3.0058711767,53.9234413678,"*[60IrregDeobBangla]prayer room. above Javid Fashions, 1a Adelaide Street. 01253 772857"
-0.4744130373,52.1369947432,"*[650WSufiBangla]Bedford Central Jamee Masjid And Islamic Cultural Centre. 34 Brereton Road, corner of Alexandra Road. 01234 360346"
-0.4736164212,52.1341712932,"*[350WDeobBangla]Bangladesh Islamic Mission and Jamee Mosjid. 65 Commercial Road. 01234 219427"
-4.3561649323,55.8762016125,"Marhaba Welcome Centre. 151 Balmoral Street. 0774 996 7372"
-0.4832214117,52.1326121452,"*[220WBrelPkstn]Jamia Masjid Hanfia Ghousia. 75a Ford End Road. 01234 346516"
-5.9359699489,54.5873061374,"*[700WSalfArab]Belfast Islamic Centre. Aldersgate House, 13-19 University Road. "
-0.4850721359,52.1322137059,"*[900WBrelPkstn]Jameh Masjid Gulshan-e-Baghdad. 1-7 Westbourne Road. 01234 351770"
-0.6270125641,52.0745403439,"*[130WStdnt]Cranfield Islamic Society. Cranfield University, 1 College Road, Wharley End. 07900 586895"
-2.1237958967,53.5323936269,"*[250NoWDeobBangla]Masjid-ul-Aqsa and Islamic Centre. 135 Windsor Road. 0161 633 0327"
-2.9890170000,51.5797640000,"*[Unsure] Madani Foundation. 81 Dolphin Street. 01633 250321"
-4.4346839100,55.8445499500,"*[350W]Paisley Muslim Community Centre. 22 Wellmeadow Street. "
-5.9420518578,54.5824970427,"*[330WSalfArab]Belfast Islamic Centre. 38 Wellington Park. 028 9066 4465"
0.0770652294,51.5360155293,"*[150W]Jabir bin Zayd Islamic Centre. Medite House, 11-13 Broadway. 020 8594 3100"
-1.8506169319,52.4861319643,"*[500WSalf]Masjid Muhammadi and Madressa Salafiah. 24-36 Hartopp Road. 0121 328 7773"
-1.8969440460,52.5027790851,"*[1100WBrelPkstn]Jamia Masjid Mohul Islam. 12-14 Victoria Road. 0121 551 8821"
-1.7858791351,52.3910784746,"*[300WJ]Jumu'ah Salaah. Shelly Farm Community Centre, Farmhouse Way. 07732 547242"
-1.8948639929,52.5102016298,"*[175WBrelPkstn]Islamic Cultural Centre. 129 Normandy Road. 07507 685568"
-2.0350590348,52.4705879848,"*[400WBrel]Blackheath Jamia Mosque. 143-150 Malt Mill Lane. 07832969429"
-2.0376983285,52.4710226047,"*[60NoWDeobBangla]Masjid-e-Noor. 149-150 New John Street. not known"
-1.9363953173,52.5045595326,"*[250NoWDeob]Masjid Bilal. 14 Linwood Road. 0121 515 2110"
-1.8633466959,52.4702138161,"*[1100WArab]Ar-Rahma Islamic Centre. 29 Whitmore Road. 0121 766 8896"
-1.8968313932,52.4360154253,"*[150WDeob]Madina Mosque. 113-115 Station Road. 0121 444 8988"
-1.8959355354,52.4555304936,"*[560WBrel]Jamia Masjid Bilal Community Centre. 1 Willows Crescent. 0121 446 6210"
-1.8617159128,52.4882830210,"*[500NoWDeobBangla]Madina Mosque. 150 Adderley Road. 0121 327 1123"
-0.5692827702,51.3170380868,"*[250WShia]Al-Asr Education & Community Centre. 118 Goldsworth Road. 01483 599222"
-1.8556031585,52.4899554479,"*[375WDeobBangla]Shah Jalal Jami Masjid. 1-3 Ralph Road. 0121 328 8981"
-2.1769076586,53.0183944231,"*[1700Brel]Islamic Centre. Regent Road. "
-1.8420888484,52.4762344415,"*[200Brel]The Mosque. 2 Blake Lane. 0121 771 3247"
-1.8572835624,52.4766730899,"*[350WBrelPkstn]Spiritual Centre Madrassa Naqshbabundia Nawabia Aslamia. 108 Bordesley Green. 0121 766 6845"
-1.8569067121,52.4767909037,"*[225NoWDeobBangla]Bordesley Green Islamic Centre. 122 Bordesley Green. 0121 766 6371"
-1.8562817574,52.4789283433,"*[500BrelPkstn]Faizan-e-Madinah. 76-82 Bordesley Green Road. 0121 772 3387"
